raw_csv_parameter_name,shape,direction,effect_range_yield_pct,shape_fold_consistency,direction_fold_consistency,evidence_label,reason,observed_x_min,observed_x_max
MEASURE_ET_RF_Modeling_S21_19G_After,monotonic,positive,1.2478,1/5,2/5,WEAK,"Shape consistent in 1/5 folds, direction in 2/5 -- inconsistent.",12.610607,18.149348
TOPSIN_ET_DC_RF_n_gd,complex_nonmonotonic,n/a,1.2469,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",40.121617,50.969883
GATE2_Thickness4_PMMA_PR_etch_thickness,monotonic,negative,1.243,1/5,2/5,WEAK,"Shape consistent in 1/5 folds, direction in 2/5 -- inconsistent.",0.691367,0.869747
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,complex_nonmonotonic,n/a,1.2339,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",-1.425649,-0.728042
MEASURE_ET_CapFICBRGM_0,complex_nonmonotonic,n/a,1.2281,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",379.133891,667.544747
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1_SD3p5,threshold,n/a,1.2194,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",43.647687,56.304202
MEASURE_ET_DC_RF_CF_S11_Ph_L1002,complex_nonmonotonic,n/a,1.2191,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",-17.237796,-6.106231
MEASURE_ET_DC_RF2_K,complex_nonmonotonic,n/a,1.2134,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",52.808036,65.154524
MEASURE_ET_RF_Modeling_ids_m0p2_W,threshold,n/a,1.2107,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",40.110487,51.291853
MEASURE_ET_DC_RF_S11ang_26GHz,complex_nonmonotonic,n/a,1.201,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",-15.784106,-7.037802
TOPSIN_ET_Load_Pull_PhL_set,complex_nonmonotonic,n/a,1.1979,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",54.88656,69.290397
TOPSIN_ET_Load_Pull_Pin_Cut,threshold,positive,1.1978,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",48.213573,60.417562
MEASURE_ET_DC_RF_MSG_10GHz,complex_nonmonotonic,n/a,1.1944,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",29.446822,40.772069
TOPSIN_ET_C100C450pf,threshold,n/a,1.1909,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.523183,1.191265
FIC_ET_G2_per_6K,threshold,n/a,1.1876,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",75.384007,89.768868
TOPSIN_ET_DC_RF_Idss,complex_nonmonotonic,n/a,1.1782,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",253.853132,477.010351
THIN_ET_C_CAT_2_OW_ST,complex_nonmonotonic,n/a,1.1734,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",5.0106,17.568374
MEASURE_ET_DC_Big_S11dB_10GHz,complex_nonmonotonic,n/a,1.1527,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",-16.099738,-5.339563
MEASURE_ET_DC_RF_Max_S11_Freq_L2180,complex_nonmonotonic,n/a,1.1527,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",-17.905716,-6.038381
MEASURE_ET_VIA_KLV_2,complex_nonmonotonic,n/a,1.1507,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",37.076487,49.594698
TFRP_M_Gauge_P_E_Resistors,complex_nonmonotonic,n/a,1.141,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",73.530515,90.3498
MEASURE_ET_RF_Modeling_S21ang_10GHz,complex_nonmonotonic,n/a,1.1395,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",12.196277,17.49672
OHMIC_ET_OHMC,complex_nonmonotonic,n/a,1.127,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",8.192374,18.124412
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_FPSD3p2,monotonic,positive,1.1254,0/5,2/5,WEAK,"Shape consistent in 0/5 folds, direction in 2/5 -- inconsistent.",-1.423182,-0.765447
MEASURE_ET_DC_RF_K,complex_nonmonotonic,n/a,1.124,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",69.741229,84.085103
BRGM_ET_lkg_C300,complex_nonmonotonic,n/a,1.1197,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",376.34603,658.642828
MEASURE_ET_Ran_con_2,threshold,positive,1.1118,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",65.470786,83.364487
MEASURE_ET_RF_Modeling_R_Gg,monotonic,positive,1.1066,0/5,2/5,WEAK,"Shape consistent in 0/5 folds, direction in 2/5 -- inconsistent.",54.062023,66.602326
MEASURE_ET_DC_SEC_S_Ids_max_norm,threshold,n/a,1.1063,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",1.114313,12.017696
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos_FPSD3p2,monotonic,positive,1.1003,0/5,2/5,WEAK,"Shape consistent in 0/5 folds, direction in 2/5 -- inconsistent.",60.133236,72.548627
MEASURE_ET_DC_Big_Vg_max_Vd,complex_nonmonotonic,n/a,1.0912,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",31.574048,42.596484
SIN_ET_DC_RF_Vds_max_0p1,monotonic,positive,1.0879,0/5,2/5,WEAK,"Shape consistent in 0/5 folds, direction in 2/5 -- inconsistent.",18.537196,29.696498
TOPSIN_ET_DC_SMALL_Vds_max,complex_nonmonotonic,n/a,1.0847,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",36.383573,47.64906
FMESA_ET_Probe_Number,monotonic,negative,1.0733,0/5,2/5,WEAK,"Shape consistent in 0/5 folds, direction in 2/5 -- inconsistent.",0.970824,5.147289
THIN_ET_C_CAT_2,threshold,negative,1.0691,2/5,1/5,WEAK,"Shape consistent in 2/5 folds, direction in 1/5 -- inconsistent.",81.207998,97.388212
MEASURE_ET_Vk,complex_nonmonotonic,n/a,1.0524,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",60.345953,72.961023
MEASURE_ET_RF_Modeling_MAG_18,complex_nonmonotonic,n/a,1.0391,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",12.99111,17.399965
MEASURE_ET_i5021_1,complex_nonmonotonic,n/a,1.0296,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",12.94899,22.133608
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,threshold,negative,0.9942,2/5,1/5,WEAK,"Shape consistent in 2/5 folds, direction in 1/5 -- inconsistent.",10.96856,25.173329
TOPSIN_ET_C385pf_0,monotonic,positive,0.9935,0/5,2/5,WEAK,"Shape consistent in 0/5 folds, direction in 2/5 -- inconsistent.",80.224649,95.413302
SIN_Thickness_RefractiveIndex,threshold,n/a,0.9915,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",1.84896,2.040636
MEASURE_ET_DC_RF_S22ang_10GHz,threshold,n/a,0.991,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",-17.250047,-7.316197
MEASURE_ET_DC_SEC_S_Vg_at_I2_pos_FPSD3p2,complex_nonmonotonic,n/a,0.9883,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",56.021315,69.418386
FIC_ET_DC_RF_Vg_optt2,threshold,n/a,0.9856,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",27.924204,37.788103
MEASURE_ET_DC_Diode_Rs_9p5,complex_nonmonotonic,n/a,0.9768,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",11.043949,22.550418
MEASURE_ET_DC_RF_Max_S11_Ph_L1018,complex_nonmonotonic,n/a,0.9569,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",-16.387045,-7.744769
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1_FPSD3p2,threshold,positive,0.951,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",53.363731,64.953834
OHMIC_ET_OHMIC_conc,complex_nonmonotonic,n/a,0.9491,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",44.867826,59.020461
TOPSIN_ET_DC_SMALL_Vp_01,complex_nonmonotonic,n/a,0.9463,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",-1.352721,-0.720279
BPLATE_Height_BPLATE_metal_thickness,threshold,n/a,0.9445,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",1.871438,2.443913
FIC_ET_DC_PIV_Ids1_QP2,threshold,n/a,0.9432,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",41.96077,55.704483
THIN_ET_DC_RF_Vp_01,complex_nonmonotonic,n/a,0.9382,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",-1.450446,-0.754605
MEASURE_ET_RF_Modeling_K,complex_nonmonotonic,n/a,0.9319,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",18.971093,30.504479
THIN_Measure2GN_Thickness_after_grinding,threshold,negative,0.9231,2/5,0/5,WEAK,"Shape consistent in 2/5 folds, direction in 0/5 -- inconsistent.",103.251439,122.93131
TOPSIN_ET_DC_SMALL_Vg_max_Vd,threshold,n/a,0.9121,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",39.037524,51.14901
MEASURE_ET_DC_RD_MSG_18GHz,complex_nonmonotonic,n/a,0.9051,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",10.306839,20.854723
MEASURE_ET_DC_RF_Ft,complex_nonmonotonic,n/a,0.8911,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",28.697191,40.103849
MEASURE_ET_DC_RF_n_gs,monotonic,positive,0.8724,1/5,2/5,WEAK,"Shape consistent in 1/5 folds, direction in 2/5 -- inconsistent.",44.982413,58.584401
MEASURE_ET_DC_SEC_n_gs,complex_nonmonotonic,n/a,0.8682,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",10.717547,20.657729
TOPSIN_ET_DC_SMALL_Vg_max_Vd_0p1,complex_nonmonotonic,n/a,0.8677,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",60.715445,75.796904
TOPSIN_ET_Probe_Number,complex_nonmonotonic,n/a,0.8633,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.96592,5.157775
MEASURE_ET_RF_Modeling_Cds_err,threshold,positive,0.8629,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",90.518282,107.499868
MEASURE_ET_DC_Big_Vp_01,complex_nonmonotonic,n/a,0.8575,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",-1.412677,-0.740391
TOPSIN_ET_sh_f_tn_23,complex_nonmonotonic,n/a,0.8544,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",1.442604,11.509726
THIN_Measure1GN_Thickness_after_bonding,threshold,negative,0.8485,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",1.355659,1.627947
THIN_ET_DC_RF_Gm_m0p2,complex_nonmonotonic,n/a,0.8105,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",397.974019,649.454808
THIN_ET_R214,threshold,n/a,0.8006,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",86.505588,102.766671
FIC_ET_DC_PIV_Ids0_QP1,monotonic,positive,0.7904,0/5,2/5,WEAK,"Shape consistent in 0/5 folds, direction in 2/5 -- inconsistent.",89.539235,104.760024
MEASURE_ET_DC_SEC_S_Ids_max_SD3p5,complex_nonmonotonic,n/a,0.766,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",53.186944,67.986951
MEASURE_ET_DC_SEC_Vt_gs,complex_nonmonotonic,n/a,0.7577,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",81.833018,95.974716
GATE2_Ali_Litho2_Gate_to_ohmic_alignment,complex_nonmonotonic,n/a,0.7512,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",-0.057178,0.054907
CHRE_ET_Ids_Channel_recess_current,threshold,positive,0.7509,2/5,0/5,WEAK,"Shape consistent in 2/5 folds, direction in 0/5 -- inconsistent.",87.171251,103.567601
MESA_CD_Mesa_CD_Radius,threshold,n/a,0.7438,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.911951,1.058115
MEASURE_ET_DC_Stress_Ig_max_before,threshold,positive,0.7407,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",78.800702,94.985021
TOPSIN_ET_DC_SMALL_Vdg_max,complex_nonmonotonic,n/a,0.7152,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",24.806268,36.350012
TOPSIN_ET_TANR,threshold,n/a,0.6973,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",38.40082,52.706412
MEASURE_ET_DC_PIV_Ids1_QP3,threshold,n/a,0.694,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",85.525762,100.817028
TOPSIN_ET_DC_PIV_Ids1_QP3,complex_nonmonotonic,n/a,0.6709,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",6.368229,18.363337
MEASURE_ET_R_f_hr_3,threshold,n/a,0.6678,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",44.410687,58.85319
TOPSIN_ThicknessGN_RefractiveIndex,threshold,negative,0.6668,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",1.868804,2.04356
MEASURE_ET_DC_Diode_Rs,threshold,negative,0.6424,2/5,0/5,WEAK,"Shape consistent in 2/5 folds, direction in 0/5 -- inconsistent.",69.147638,85.199237
FIC_ET_DC_RF_Vg_optt3,threshold,positive,0.6419,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",60.782681,73.318576
GATE2_CD_Gate_Win_Length,threshold,n/a,0.6412,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.516436,0.584557
GATE2_CD_330nm_Gate_Leg_Length,threshold,negative,0.599,2/5,1/5,WEAK,"Shape consistent in 2/5 folds, direction in 1/5 -- inconsistent.",0.306016,0.353995
MEASURE_ET_DC_SEC_X_Bin_SD3p5,threshold,positive,0.5988,2/5,0/5,WEAK,"Shape consistent in 2/5 folds, direction in 0/5 -- inconsistent.",57.569406,69.457222
BRGM_Cd_Litho_BRGM_litho_CD,threshold,n/a,0.5513,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.832751,0.94924
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos,threshold,negative,0.4759,2/5,1/5,WEAK,"Shape consistent in 2/5 folds, direction in 1/5 -- inconsistent.",66.150276,78.608138
TOPSIN_ET_C450pf,threshold,positive,0.4582,2/5,1/5,WEAK,"Shape consistent in 2/5 folds, direction in 1/5 -- inconsistent.",82.965268,99.581937
FIN_CD1_CD_PL_FIN,threshold,n/a,0.4331,2/5,2/5,WEAK,"Shape consistent in 2/5 folds, direction in 2/5 -- inconsistent.",0.948191,1.080857
TOPSIN_ET_lkg_CapPARCAP,complex_nonmonotonic,n/a,3.955,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.010778,0.369441
MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,inverted_U,n/a,3.8777,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.008218,0.341848
TOPSIN_ET_lkg_5,complex_nonmonotonic,n/a,3.8756,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.010221,0.39503
TOPSIN_ET_lkg_SY07_10,inverted_U,n/a,3.7848,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.005063,0.359352
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,complex_nonmonotonic,n/a,3.772,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.010563,0.446547
THIN_ET_lkg_100_at20V,inverted_U,n/a,3.7466,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.004291,0.405773
MEASURE_ET_lkg_C200,complex_nonmonotonic,n/a,3.7364,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.005578,0.472573
THIN_ET_lkg_C200,complex_nonmonotonic,n/a,3.7084,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.011239,0.339401
TOPSIN_ET_lkg_CapFICM1,complex_nonmonotonic,n/a,3.6508,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.007834,0.328006
TOPSIN_ET_lkg_C385pf,complex_nonmonotonic,n/a,3.6309,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.008837,0.411976
MEASURE_ET_DC_Diode_D_leak_65V,complex_nonmonotonic,n/a,3.5538,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.015669,0.422726
MEASURE_ET_lkg_C175pf,complex_nonmonotonic,n/a,3.5362,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.014619,0.348414
MEASURE_ET_lkg_5,complex_nonmonotonic,n/a,3.535,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.010164,0.722805
MEASURE_ET_lkg_C300FM1,inverted_U,n/a,3.526,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.010471,0.444111
MEASURE_ET_lkg_PAD_10,complex_nonmonotonic,n/a,3.4667,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.005243,0.475347
MEASURE_ET_lkg_CapFICM1,inverted_U,n/a,3.4604,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.008735,0.580758
TOPSIN_ET_lkg_SY8_80,complex_nonmonotonic,n/a,3.4392,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.010035,0.386194
MEASURE_ET_lkg_50_at20V,complex_nonmonotonic,n/a,3.3863,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.010351,0.52022
MEASURE_ET_lkg_10,complex_nonmonotonic,n/a,3.318,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.010565,0.496318
TOPSIN_ET_lkg_Cap1,complex_nonmonotonic,n/a,3.308,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.010737,0.45432
TOPSIN_ET_lkg_C500pf,complex_nonmonotonic,n/a,3.3068,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.010015,0.344374
TOPSIN_ET_DC_PIV_Drain_Lag_1,inverted_U,n/a,3.2845,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.990191,11.371102
THIN_ET_lkg_PAD_10,complex_nonmonotonic,n/a,3.2814,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.01361,0.501036
THIN_ET_lkg_C20,complex_nonmonotonic,n/a,3.2479,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.011873,0.373335
FIC_ET_lkg_5,complex_nonmonotonic,n/a,3.2196,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.01176,0.429439
MEASURE_ET_lkg_Cap1,complex_nonmonotonic,n/a,3.1688,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.010306,0.401403
MEASURE_ET_lkg_CapUSV,complex_nonmonotonic,n/a,3.1533,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.007373,0.399809
CATHODE_ET_Rcat_cn_1_OW_ST,complex_nonmonotonic,n/a,3.1352,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.118927,0.319388
THIN_ET_lkg_70_at20V,complex_nonmonotonic,n/a,3.0886,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.007216,0.520864
SIN_ET_lkg_SY8_80,complex_nonmonotonic,n/a,3.0758,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.013884,0.393696
MEASURE_ET_lkg_C300FB,complex_nonmonotonic,n/a,3.0753,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.005356,0.45139
MEASURE_ET_lkg_100_at20V,complex_nonmonotonic,n/a,3.0703,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.009098,0.432177
MEASURE_ET_lkg_C500pf,complex_nonmonotonic,n/a,2.9849,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.013967,0.354202
MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,complex_nonmonotonic,n/a,2.9832,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.010514,0.356344
MEASURE_ET_Rc_an_ct2_OW_CR,inverted_U,n/a,2.9813,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.124617,0.29198
MEASURE_ET_LT_SEC_Ileak_m10V_mA_mm,complex_nonmonotonic,n/a,2.9553,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.00966,0.363046
MEASURE_ET_lkg_C300,complex_nonmonotonic,n/a,2.953,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.008701,0.387602
MEASURE_ET_lkg_C300pf,complex_nonmonotonic,n/a,2.946,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.013278,0.388993
MEASURE_ET_lkg_SY8_80,complex_nonmonotonic,n/a,2.8792,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.013263,0.438035
THIN_ET_lkg_C300,complex_nonmonotonic,n/a,2.8666,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.010941,0.55201
FIC_ET_DC_PIV_Drain_Lag_1,complex_nonmonotonic,n/a,2.7677,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,1.458705,11.935796
TOPSIN_ET_DC_RF_Vbin_gd,complex_nonmonotonic,n/a,2.767,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,19.141506,37.728467
MEASURE_ET_DC_PIV_Gate_Lag_1,complex_nonmonotonic,n/a,2.7405,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.623377,9.40672
MEASURE_ET_DC_RF_Vbgs_0p1,complex_nonmonotonic,n/a,2.7187,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,18.183641,34.757683
THIN_ET_DC_RF_Vbgd_0p01,complex_nonmonotonic,n/a,2.6796,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,19.827031,38.179818
MEASURE_ET_LT_SEC_Vbgd1,complex_nonmonotonic,n/a,2.6756,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,19.35757,37.688988
TOPSIN_ET_C100CapPARCAP,complex_nonmonotonic,n/a,2.6564,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.084031,0.300544
TOPSIN_ET_DC_RF_Vbgd_0p1,complex_nonmonotonic,n/a,2.6483,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,19.669372,39.807002
FIC_ET_DC_RF_Vbgs_0p01,complex_nonmonotonic,n/a,2.6263,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,17.95714,36.393752
MEASURE_ET_RF_Modeling_Ft,complex_nonmonotonic,n/a,2.6034,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,4.16634,15.699865
SIN_GATE_ET_lkg_SY07_10,complex_nonmonotonic,n/a,2.6021,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.007454,0.404125
MEASURE_ET_DC_PIV_Drain_Lag_1,complex_nonmonotonic,n/a,2.5909,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.643595,10.837908
ANODE_ET_Rc_an_ct2,inverted_U,n/a,2.588,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,0.10163,0.286963
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos_FPSD3p2,complex_nonmonotonic,n/a,2.5808,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,23.219339,34.852099
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,complex_nonmonotonic,n/a,2.5801,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,-2.591122,8.522902
MEASURE_ET_lkg_C300M1B,complex_nonmonotonic,n/a,2.5718,0/5,0/5,INCONCLUSIVE,Shape/direction agree in only 0/5 and 0/5 folds.,0.011729,0.40145
MEASURE_ET_DC_SEC_Idss,U_shape,n/a,2.5664,1/5,1/5,INCONCLUSIVE,Shape/direction agree in only 1/5 and 1/5 folds.,248.277456,468.150304
