feature,classification,rationale,pearson_abs,spearman_abs,permutation_importance,shap_importance,pearson_rank,spearman_rank,permutation_rank,shap_rank,cluster_rank,cooccurrence_rank,fold_stability_cv,fold_top20_count
SIN_GATE_ET_sh_GA142_GN,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.18785704516310592,0.20202710716159128,0.00029795492368828446,0.0018462083037387791,318.0,234.0,440.0,333.0,643.0,296.0,0.9933086890709203,0
SIN_GATE_ET_sh_GA144,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.15286003698324696,0.14233817908301555,0.0008057987165499686,0.0024651499538577946,449.0,517.0,311.0,273.0,604.0,296.0,0.5342587592817502,0
SIN_GATE_ET_TR_1F,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.0930956175485693,0.12258446984232407,7.695189405105274e-05,0.000200201781307708,864.0,643.0,647.0,799.0,969.0,133.0,1.2498313927045903,0
TFRP_ET_Probe_Number,weak_unstable_predictor,"weak on every signal (correlation, SHAP, permutation, cluster, co-occurrence) and never stable across folds",0.06877891456498751,0.03404024104227205,-1.7532886322724207e-06,1.8269803100069083e-05,1119.0,1449.0,1486.0,1404.0,1337.0,1223.0,1.2053414510935192,0
TFRP_ET_Rc_TF_AB_2,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.08367466222601992,0.02578602761828696,0.0,0.0,950.0,1517.0,1210.0,1471.0,155.0,1223.0,0.838977911044748,0
TFRP_ET_Rsh_TFR2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.035502074572713364,0.036279914804776006,0.006299576484215363,0.008970104017065172,1428.0,1425.0,69.0,75.0,467.0,1223.0,1.6011233704027343,0
TFRP_ET_TF_AB_1,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.13930641699500432,0.11763976442302335,0.0,0.0,517.0,686.0,1210.0,1471.0,1367.0,1223.0,0.8210832774284964,0
TFRP_ET_TF_AB_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.2521821910430228,0.23599112195852312,1.9156986277718557e-06,1.8828211849311294e-05,167.0,160.0,1158.0,1403.0,1336.0,1223.0,0.8781258238072315,0
TFRP_ET_TF_AB_3,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.20023721437835962,0.1956892171007806,-3.1621849377438947e-06,4.2167249545211567e-05,286.0,255.0,1504.0,1276.0,1273.0,1223.0,0.7089171407439722,0
TFRP_ET_TFRP,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.1365003840591478,0.11897250142974454,6.772000977639525e-06,6.621978238561009e-05,539.0,678.0,1051.0,1167.0,1214.0,1223.0,1.3680238828724869,0
THIN_ET_C_AN_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.0575691963709211,0.0804189110678959,0.006546102378572577,0.009547636707828237,1233.0,1025.0,65.0,70.0,463.0,1223.0,0.7612634256640861,0
THIN_ET_C_AN_2_OW_CR,weak_unstable_predictor,"weak on every signal (correlation, SHAP, permutation, cluster, co-occurrence) and never stable across folds",0.07186526165302373,0.014922787604522508,5.4430156058965505e-06,0.0001007032907896443,1084.0,1608.0,1075.0,1029.0,1127.0,1223.0,1.162583565875647,0
THIN_ET_C_CAT_2,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.0025657685641946016,0.05967403840382998,0.0007129514970428547,0.0014342695447480827,1699.0,1230.0,329.0,376.0,673.0,133.0,1.315207587634001,0
THIN_ET_C_CAT_2_OW_ST,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.06975433477412421,0.0663608357683846,0.00011451038426373017,0.0006846625632795037,1107.0,1166.0,586.0,521.0,773.0,886.0,1.814091766158789,0
THIN_ET_C100,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.10533685114876011,0.1649122594012956,9.842668247109221e-05,0.00020178174410911672,758.0,374.0,610.0,796.0,73.0,296.0,0.7107242600963551,0
THIN_ET_C20,weak_unstable_predictor,"weak on every signal (correlation, SHAP, permutation, cluster, co-occurrence) and never stable across folds",0.034853454822631885,0.02209227711158145,0.0,0.0,1435.0,1546.0,1210.0,1471.0,1367.0,1223.0,1.1788884389706744,0
THIN_ET_C20_0,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.08727188707901447,0.0026848083672167335,0.0035010577187250813,0.004787586152356042,917.0,1694.0,124.0,144.0,519.0,296.0,0.32756135257185526,0
THIN_ET_C200,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.010608781731137733,0.06262397187510181,0.00016643263965690768,0.00039386859204580736,1616.0,1203.0,532.0,630.0,73.0,609.0,0.5786886258244892,0
THIN_ET_C200_0,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.031659095748433334,0.07061417136478895,3.222627031748415e-05,0.00017552006414441222,1461.0,1111.0,806.0,837.0,73.0,609.0,1.3897264854568996,0
THIN_ET_C300,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.10247815842682363,0.15001680657279892,3.556910511934297e-06,2.1421719398368025e-05,784.0,457.0,1116.0,1385.0,73.0,886.0,0.951431842011063,0
THIN_ET_C300_0,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.1152919002780735,0.19834157931108867,0.0023462304337997786,0.0034794439903621734,680.0,247.0,168.0,201.0,73.0,191.0,0.733888928418803,0
THIN_ET_Cap_C300,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.06810849138361597,0.1421903935053151,3.249738000396518e-05,9.958981978642619e-05,1133.0,519.0,802.0,1033.0,73.0,609.0,1.069453554529883,0
THIN_ET_Cap20,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.10336569562875615,0.19601856781679874,0.00022755835378624189,0.00021193083264860408,777.0,253.0,478.0,783.0,73.0,886.0,0.41843813076664044,0
THIN_ET_Er,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.04296914509476771,0.03739086232797081,0.00016463527535615086,0.0021603420829033083,1358.0,1418.0,534.0,301.0,623.0,296.0,0.7145946425878711,0
THIN_ET_F_AB,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.150727241674215,0.19159989016053103,2.2689314692284078e-05,9.7839197864415e-05,464.0,273.0,860.0,1037.0,1133.0,609.0,0.6700321104801908,0
THIN_ET_HIRS,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.150844647131521,0.12518527377590055,4.8024760244999576e-05,0.00016347986037129145,462.0,623.0,724.0,858.0,1007.0,886.0,0.49156303967147097,0
THIN_ET_i5021_1,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.3109766138858592,0.2973414710579839,-7.432829631795479e-06,0.00010183505033446013,103.0,64.0,1563.0,1026.0,1125.0,296.0,1.3543668644425828,0
THIN_ET_i5021_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.007232965195730278,0.023638580945626146,0.0009670482826599852,0.004119114351422076,1649.0,1532.0,290.0,171.0,532.0,411.0,0.6741385895084074,0
THIN_ET_i5021_3,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.05916982380877836,0.04222311736784835,2.06993611294809e-05,9.166761191408619e-05,1210.0,1379.0,879.0,1061.0,1147.0,411.0,0.802654034234025,0
THIN_ET_KLV_F_AB_4u,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.11057775482064723,0.13381772938521821,0.0004884492617102526,0.0017025984333962445,715.0,567.0,370.0,347.0,653.0,296.0,0.5580743392288677,0
THIN_ET_lkg_10,strong_individual_predictor,"top-ranked on correlation AND SHAP/permutation importance, stable across folds",0.5148507800020532,0.3346618852233516,0.1857701163646736,0.09238531208967239,21.0,11.0,4.0,6.0,1.0,1223.0,0.5379703524253855,4
THIN_ET_lkg_100_at20V,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.4405256619436345,0.32360374603418374,0.012322399365410117,0.01696861759286356,64.0,22.0,40.0,38.0,1.0,1223.0,1.337465419688006,2
THIN_ET_lkg_5,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.43771203643333734,0.2868373611097291,0.0,0.0,66.0,78.0,1210.0,1471.0,1.0,1223.0,1.972900681430859,0
THIN_ET_lkg_50_at20V,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.4465219526154559,0.3017745939210945,0.0,0.0,61.0,57.0,1210.0,1471.0,1.0,1223.0,1.561388239788275,0
THIN_ET_lkg_70_at20V,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.521078522976651,0.298085510327369,0.0,0.0,16.0,61.0,1210.0,1471.0,1.0,1223.0,1.375680731792624,0
THIN_ET_lkg_C20,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.427079467894213,0.2528164544212314,0.0003620180186276911,0.001011684143847309,69.0,135.0,415.0,442.0,1.0,609.0,1.4366246706089318,0
THIN_ET_lkg_C200,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.4886762577846532,0.3163226950835073,0.0,0.0,35.0,29.0,1210.0,1471.0,1.0,1223.0,1.4667947685079625,0
THIN_ET_lkg_C300,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.5520456866656752,0.328053758677603,0.0,0.0,3.0,18.0,1210.0,1471.0,1.0,1223.0,2.1098551020110787,0
THIN_ET_lkg_PAD_10,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.543027469971204,0.3469125317958889,2.4602343025120766e-06,1.4660618775527673e-05,8.0,8.0,1146.0,1423.0,1.0,1223.0,2.097233378259656,0
THIN_ET_OHMC,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.13741014151903508,0.15346676643478652,0.00014821860257799025,0.0004245333868473288,531.0,434.0,551.0,608.0,841.0,886.0,0.8748066572260311,0
THIN_ET_Probe_Number,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.0166440420252608,0.02587803247417867,0.0004039050607701211,0.0008822272808325534,1566.0,1514.0,395.0,474.0,740.0,35.0,1.5595641257437176,0
THIN_ET_R_400_HOR,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.044279630698381284,0.06621727263576131,0.0003103489724559927,0.00048343883424441567,1347.0,1169.0,436.0,579.0,821.0,609.0,1.9663330902049274,0
THIN_ET_R_400_VER,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.15183785015769688,0.1439144845005032,0.00045010999019576005,0.0014323773100395297,453.0,507.0,384.0,377.0,674.0,191.0,0.8881100990392912,0
THIN_ET_R_4000_HOR,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.011784478704768947,0.0351416325055554,0.0011857622526377759,0.003367163502110611,1610.0,1437.0,255.0,207.0,554.0,133.0,0.59844040630692,0
THIN_ET_R_4000_VER,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.1170170967122934,0.09193640783466805,5.570399128720926e-06,3.0189967023743018e-05,664.0,906.0,1071.0,1331.0,1302.0,1223.0,0.4829737001136028,0
THIN_ET_R_660_HOR,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.10056169262002333,0.08128873475378998,0.0016807195249397139,0.004092981559628037,796.0,1016.0,202.0,173.0,534.0,411.0,2.037317094606275,0
THIN_ET_R_660_VER,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.04602532219927857,0.01613818508488906,2.0565241204675845e-05,9.758933477331344e-05,1338.0,1598.0,881.0,1041.0,1137.0,296.0,1.4896948037126818,0
THIN_ET_R_f_hr_1,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.17199316814987264,0.18353413112735792,0.000569076734449625,0.0014544704932195954,373.0,311.0,350.0,373.0,670.0,6.0,1.2182377278513552,0
THIN_ET_R_f_hr_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.11578666031208754,0.061483245002415476,6.968441828705818e-06,0.00011550196396936264,675.0,1211.0,1047.0,979.0,1094.0,296.0,0.7267639839286624,0
THIN_ET_R_f_hr_3,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.1654245741624185,0.12601642875424596,0.00012195403540003202,0.0005026131642223388,395.0,616.0,572.0,572.0,815.0,69.0,1.035029781156063,0
THIN_ET_R_f_tn_1,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07785745728219534,0.013128248446731338,0.001341174662698244,0.002894689309934482,1009.0,1626.0,238.0,241.0,578.0,609.0,0.986619306475119,0
THIN_ET_R_f_tn_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.15331414132342255,0.10589870030111337,1.750326332511931e-05,8.830497698286923e-05,447.0,785.0,905.0,1069.0,1151.0,609.0,0.9306631620412936,0
THIN_ET_R_f_tn_3,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.1388461935853132,0.14585103115325768,-6.401474117276318e-06,2.2609060041075552e-05,522.0,498.0,1548.0,1376.0,1327.0,1223.0,1.2799619069677834,0
THIN_ET_R114,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.10438052825098994,0.029167317189282956,0.00014192063160499424,0.0005228260858494897,766.0,1493.0,558.0,567.0,811.0,411.0,1.6437228597168987,0
THIN_ET_R214,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.07173205133545618,0.1102340402255951,-8.970479271988574e-06,0.0001128066885029722,1085.0,746.0,1579.0,991.0,1102.0,69.0,0.7104674225467037,0
THIN_ET_R314,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.08311795862260134,0.06240196015762398,2.229895966704698e-05,0.00011434239335731747,956.0,1204.0,863.0,981.0,1096.0,609.0,1.8657167380718924,0
THIN_ET_Ran_con_1,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.0863184501728408,0.057504368336026235,5.916709139136278e-05,0.0003787982318992499,927.0,1246.0,686.0,637.0,863.0,886.0,0.8752785947849088,0
THIN_ET_Ran_con_1_OW_CR,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.03571526974461097,0.0819903273384521,0.00011168215979302231,0.0007187870446842351,1423.0,1010.0,591.0,512.0,766.0,191.0,1.8491189616185864,0
THIN_ET_Ran_con_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.04264092259351187,0.11901450364656467,0.00036218920355441384,0.0007580781287610188,1361.0,677.0,414.0,504.0,761.0,296.0,1.2732387653265298,0
THIN_ET_Ran_con_2_OW_CR,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.07675751822902993,0.09877654662570885,-9.603637611185766e-06,7.538253644887702e-05,1020.0,849.0,1584.0,1121.0,1182.0,886.0,1.4358310428971286,0
THIN_ET_Ran_con_3,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.12081265819224903,0.12703981610057763,8.612778535302123e-05,0.0005589953333067637,636.0,608.0,628.0,557.0,804.0,411.0,0.9331770972846005,0
THIN_ET_Ran_con_3_OW_CR,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.173463244966863,0.19810334451515652,3.3833857542289734e-05,0.00023773081261151954,363.0,248.0,797.0,755.0,939.0,296.0,1.4058199052138682,0
THIN_ET_Rc_an_ct2,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.07835672424061131,0.06012739566474564,0.0,0.0,1003.0,1226.0,1210.0,1471.0,155.0,1223.0,0.6396640736916662,0
THIN_ET_Rc_an_ct2_OW_CR,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.10856659217549448,0.10462485529152092,0.0019886516013785773,0.006271755359100197,736.0,789.0,183.0,107.0,155.0,1223.0,0.6742476267524447,0
THIN_ET_Rc_cat_ct2,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.15070840584420106,0.09018631546716274,0.0,0.0,465.0,923.0,1210.0,1471.0,155.0,1223.0,1.0126623048251595,0
THIN_ET_Rc_cat_ct2_OW_ST,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.1394993530990341,0.1163392513392594,0.0,0.0,516.0,696.0,1210.0,1471.0,155.0,1223.0,1.5748041283892609,0
THIN_ET_Rc_F_AB_2,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.09321065044731845,0.07535508825062909,2.2225504286160767e-05,0.00013855769289268548,861.0,1071.0,866.0,907.0,155.0,411.0,1.3731340006783945,0
THIN_ET_Rc_f_hr_23,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.141626478147878,0.11623657925369907,0.0013678110822869377,0.004432858567645585,507.0,697.0,233.0,162.0,155.0,411.0,1.2233825563407705,0
THIN_ET_Rc_f_tn_23,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.24408858846346534,0.2181684035218004,1.953901732539287e-05,0.00011385799584049827,176.0,194.0,891.0,985.0,1098.0,886.0,0.8282921149408035,0
THIN_ET_Rc_OG142,nonlinear_predictor,high SHAP/permutation importance despite weak linear/monotonic correlation -- signal is not capturable by Pearson/Spearman alone (e.g. process-window/threshold shape),0.20778263636975758,0.23209558302391986,0.014429768507170385,0.019964770531039035,255.0,166.0,36.0,35.0,422.0,1223.0,0.6404090102379949,0
THIN_ET_Rc_TF_AB_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.1971894215864386,0.1522269232197628,0.005404705587440067,0.004730831139334403,292.0,439.0,85.0,146.0,155.0,296.0,1.0887091871395584,0
THIN_ET_Rcat_cn_1,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.21977771270174853,0.22557501665503435,0.0001218821841851958,0.0006146924529406139,219.0,180.0,573.0,540.0,155.0,411.0,1.0789977260837151,0
THIN_ET_Rcat_cn_1_OW_ST,nonlinear_predictor,high SHAP/permutation importance despite weak linear/monotonic correlation -- signal is not capturable by Pearson/Spearman alone (e.g. process-window/threshold shape),0.15557100610519273,0.12354785402176986,0.0058627920635670626,0.013006939504346556,436.0,637.0,81.0,48.0,441.0,1223.0,0.5695256557942632,0
THIN_ET_Rcat_cn_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.1948744297221603,0.18523088734652027,0.0,0.0,297.0,305.0,1210.0,1471.0,422.0,1223.0,1.1849814830466807,0
THIN_ET_Rcat_cn_2_OW_ST,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.11037906004400574,0.052955461584220986,0.0,0.0,718.0,1286.0,1210.0,1471.0,155.0,1223.0,inf,0
THIN_ET_Rcat_cn_3,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.20128327322905432,0.17129059604126645,0.0,0.0,283.0,352.0,1210.0,1471.0,422.0,1223.0,0.39807762801225377,0
THIN_ET_Rcat_cn_3_OW_ST,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.10087486000781173,0.052702114879591644,0.0,0.0,794.0,1290.0,1210.0,1471.0,155.0,1223.0,1.1398741916288326,0
THIN_ET_Rsh_an_ct2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.15254795418395573,0.1718435141124224,1.0484927077225592e-06,2.2026125185334743e-05,451.0,351.0,1186.0,1383.0,1328.0,609.0,0.8783181482904497,0
THIN_ET_Rsh_an_ct2_OW_CR,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.02275970772188345,0.018494753905844794,7.710508390884608e-06,6.797274504402954e-05,1527.0,1572.0,1027.0,1158.0,1206.0,609.0,0.9248656650323579,0
THIN_ET_Rsh_cat_c2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.0518816680457009,0.052214755824107305,-8.459025496593275e-06,0.0001200132706831652,1296.0,1294.0,1572.0,965.0,1083.0,609.0,1.4209238669098188,0
THIN_ET_Rsh_cat_c2_OW_ST,weak_unstable_predictor,"weak on every signal (correlation, SHAP, permutation, cluster, co-occurrence) and never stable across folds",0.07201282660221453,0.0010867240224890179,0.0,0.0,1080.0,1706.0,1210.0,1471.0,1367.0,1223.0,1.3283263276688493,0
THIN_ET_Rsh_F_AB_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.09937513208883014,0.08225500797460433,0.0013646458193837447,0.004091309860211985,808.0,1006.0,234.0,174.0,535.0,411.0,0.9751780809038696,0
THIN_ET_Rsh_TF_AB2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.030821021094319997,0.05227298111938177,-2.8289329175781864e-05,0.000603761231073265,1465.0,1293.0,1653.0,542.0,793.0,609.0,1.8620087699395182,0
THIN_ET_sh_f_hr_23,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.10162475664151634,0.12246246340298944,0.00033505001293747394,0.0010912843241457377,789.0,646.0,424.0,429.0,710.0,411.0,0.5600769029641641,0
THIN_ET_sh_f_tn_23,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.1176846957095646,0.10449173715461478,0.00018914003216824736,0.00102596742121333,653.0,790.0,510.0,440.0,720.0,411.0,0.8859145188439741,0
THIN_ET_sh_GA142,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.06798089811515336,0.004804475795948892,-7.099057443962775e-06,8.363006774957248e-06,1135.0,1675.0,1561.0,1458.0,1362.0,886.0,1.7896279340862669,0
THIN_ET_TANR,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.1254706262865378,0.1428939861955401,6.196518904026393e-05,0.00014119100344072263,604.0,512.0,675.0,899.0,1038.0,609.0,1.2380877227271725,0
THIN_ET_TF_AB_1,nonlinear_predictor,high SHAP/permutation importance despite weak linear/monotonic correlation -- signal is not capturable by Pearson/Spearman alone (e.g. process-window/threshold shape),0.02618984526375382,0.03872782177976917,0.02155106689360072,0.02475948227610042,1494.0,1408.0,29.0,27.0,433.0,1223.0,0.21130014798897803,0
THIN_ET_TF_AB_2,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.018691648653557685,0.06146791085976687,0.0005237680220068569,0.0012789552741591316,1550.0,1212.0,364.0,394.0,683.0,886.0,0.8295585519865303,0
THIN_ET_TF_AB_3,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.1564919058160096,0.15889683080400877,1.7366607340424388e-05,0.00022564243932395297,434.0,402.0,908.0,764.0,947.0,411.0,1.8211155126715362,0
THIN_ET_TFR_AB,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.1991675453381737,0.20504726656151478,6.754487004752563e-05,0.0004731296901758673,287.0,229.0,666.0,586.0,829.0,55.0,1.216603345981314,0
THIN_ET_Vbpin,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.35322598600245353,0.30637328107802,0.0014709469707708922,0.0012797592203483785,81.0,46.0,224.0,393.0,682.0,609.0,0.9231007715865466,0
THIN_ET_Vbpin_D60,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.17197568635987678,0.19222770107331866,0.0007956936435352724,0.0012169784030582034,375.0,268.0,314.0,410.0,694.0,133.0,1.7292889733546082,0
THIN_ET_Vk,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.12879528887266,0.07246760251970887,6.067668155413375e-05,0.00032085543976580633,588.0,1092.0,681.0,680.0,890.0,296.0,0.5771693956769632,0
THIN_ET_DC_RD_Vboff,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.17288301117555224,0.12070414837928121,-2.18890055325438e-06,0.00025910419651420304,365.0,662.0,1495.0,732.0,921.0,191.0,1.061323716499885,0
THIN_ET_DC_RF_Gm_0,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.1404669481338302,0.15097841288063327,0.0,0.0,512.0,449.0,1210.0,1471.0,221.0,1223.0,1.160006277822632,0
THIN_ET_DC_RF_Gm_m0p2,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.08307532600306984,0.09245776868472107,0.0,0.0,957.0,902.0,1210.0,1471.0,221.0,1223.0,2.081607170614672,0
THIN_ET_DC_RF_Gm_max,cluster_family_supported_predictor,weak individual importance but belongs to a correlation cluster with high aggregate importance,0.09622762091340806,0.08751017422405175,0.0,0.0,826.0,946.0,1210.0,1471.0,221.0,1223.0,1.8394290991784623,0
THIN_ET_DC_RF_Id_gm_max,currently_inconclusive,does not cleanly satisfy any strong/nonlinear/interaction/cluster/weak criterion -- insufficient evidence either way,0.08302984334173152,0.08422222291265603,0.0024906355370519773,0.004647081999031663,960.0,978.0,162.0,149.0,221.0,886.0,1.5159552825030622,0
THIN_ET_DC_RF_Ids_m0p2,interaction_dependent_predictor,weak individual importance but frequently co-occurs with important features in the same trees,0.21248674490691866,0.20677802457524572,3.2024024158056054e-06,0.00018313080367873087,244.0,221.0,1126.0,823.0,984.0,133.0,1.8723924154197982,0
